monster_id,action_type,action_name,damage_type,attack_bonus,damage_dice,dc_type,dc_value,multi_attack,multi_attack_descrip,descrip
ancient-silver-dragon,actions,Claw,Slashing,17.0,2d6+10,,,2.0,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +17 to hit, reach 10 ft., one target. Hit: 17 (2d6 + 10) slashing damage."
ancient-silver-dragon,actions,Tail,Bludgeoning,17.0,2d8+10,,,,,"Melee Weapon Attack: +17 to hit, reach 20 ft., one target. Hit: 19 (2d8 + 10) bludgeoning damage."
ancient-silver-dragon,actions,Frightful Presence,,,,WIS,21.0,1.0,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 21 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours."
ancient-silver-dragon,actions,Change Shape,,,,,,,,"The dragon magically polymorphs into a humanoid or beast that has a challenge rating no higher than its own, or back into its true form. It reverts to its true form if it dies. Any equipment it is wearing or carrying is absorbed or borne by the new form (the dragon's choice).
In a new form, the dragon retains its alignment, hit points, Hit Dice, ability to speak, proficiencies, Legendary Resistance, lair actions, and Intelligence, Wisdom, and Charisma scores, as well as this action. Its statistics and capabilities are otherwise replaced by those of the new form, except any class features or legendary actions of that form."
ancient-white-dragon,actions,Bite,Piercing & Cold,14.0,2d10+8 + 2d8,,,1.0,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +14 to hit, reach 15 ft., one target. Hit: 19 (2d10 + 8) piercing damage plus 9 (2d8) cold damage."
ancient-white-dragon,actions,Claw,Slashing,14.0,2d6+8,,,2.0,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 15 (2d6 + 8) slashing damage."
ancient-white-dragon,actions,Tail,Bludgeoning,14.0,2d8+8,,,,,"Melee Weapon Attack: +14 to hit, reach 20 ft., one target. Hit: 17 (2d8 + 8) bludgeoning damage."
ancient-white-dragon,actions,Frightful Presence,,,,WIS,16.0,1.0,The dragon can use its Frightful Presence. It then makes three attacks: one with its bite and two with its claws.,"Each creature of the dragon's choice that is within 120 feet of the dragon and aware of it must succeed on a DC 16 Wisdom saving throw or become frightened for 1 minute. A creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. If a creature's saving throw is successful or the effect ends for it, the creature is immune to the dragon's Frightful Presence for the next 24 hours ."
ancient-white-dragon,actions,Cold Breath,Cold,,16d8,CON,22.0,,,"The dragon exhales an icy blast in a 90-foot cone. Each creature in that area must make a DC 22 Constitution saving throw, taking 72 (l6d8) cold damage on a failed save, or half as much damage on a successful one."
androsphinx,actions,Claw,Slashing,12.0,2d10+6,,,2.0,The sphinx makes two claw attacks.,"Melee Weapon Attack: +12 to hit, reach 5 ft., one target. Hit: 17 (2d10 + 6) slashing damage."
androsphinx,actions,Roar,,,,,,,,"The sphinx emits a magical roar. Each time it roars before finishing a long rest, the roar is louder and the effect is different, as detailed below. Each creature within 500 feet of the sphinx and able to hear the roar must make a saving throw.

First Roar. Each creature that fails a DC 18 Wisdom saving throw is frightened for 1 minute. A frightened creature can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Second Roar. Each creature that fails a DC 18 Wisdom saving throw is deafened and frightened for 1 minute. A frightened creature is paralyzed and can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.

Third Roar. Each creature makes a DC 18 Constitution saving throw. On a failed save, a creature takes 44 (8d10) thunder damage and is knocked prone. On a successful save, the creature takes half as much damage and isn't knocked prone."
animated-armor,actions,Slam,Bludgeoning,4.0,1d6+2,,,2.0,The armor makes two melee attacks.,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage."
ankheg,actions,Bite,Slashing & Acid,5.0,2d6+3 + 1d6,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage plus 3 (1d6) acid damage. If the target is a Large or smaller creature, it is grappled (escape DC 13). Until this grapple ends, the ankheg can bite only the grappled creature and has advantage on attack rolls to do so."
ankheg,actions,Acid Spray,Acid,,3d6,DEX,13.0,,,"The ankheg spits acid in a line that is 30 ft. long and 5 ft. wide, provided that it has no creature grappled. Each creature in that line must make a DC 13 Dexterity saving throw, taking 10 (3d6) acid damage on a failed save, or half as much damage on a successful one."
ape,actions,Fist,Bludgeoning,5.0,1d6+3,,,2.0,The ape makes two fist attacks.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage."
ape,actions,Rock,Bludgeoning,5.0,1d6+3,,,,,"Ranged Weapon Attack: +5 to hit, range 25/50 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage."
archmage,actions,Dagger,Piercing,6.0,1d4+2,,,,,"Melee or Ranged Weapon Attack: +6 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage."
assassin,actions,Shortsword,Piercing & Poison,6.0,1d6+3 + 7d6,,,2.0,The assassin makes two shortsword attacks.,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one."
assassin,actions,Light Crossbow,Piercing & Poison,6.0,1d8+3 + 7d6,,,,,"Ranged Weapon Attack: +6 to hit, range 80/320 ft., one target. Hit: 7 (1d8 + 3) piercing damage, and the target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one."
awakened-shrub,actions,Rake,Slashing,1.0,1d4-1,,,,,"Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) slashing damage."
awakened-tree,actions,Slam,Bludgeoning,6.0,3d6+4,,,,,"Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 14 (3d6 + 4) bludgeoning damage."
axe-beak,actions,Beak,Slashing,4.0,1d8+2,,,,,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage."
azer,actions,Warhammer,Bludgeoning & Fire,5.0,1d8+3 + 1d6,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage, or 8 (1d10 + 3) bludgeoning damage if used with two hands to make a melee attack, plus 3 (1d6) fire damage."
baboon,actions,Bite,Piercing,1.0,1d4-1,,,,,"Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 1 (1d4 - 1) piercing damage."
badger,actions,Bite,Bludgeoning,2.0,1,,,,,"Melee Weapon Attack: +2 to hit, reach 5 ft., one target. Hit: 1 piercing damage."
balor,actions,Longsword,Slashing & Lightning,14.0,3d8+8 + 3d8,,,1.0,The balor makes two attacks: one with its longsword and one with its whip.,"Melee Weapon Attack: +14 to hit, reach 10 ft., one target. Hit: 21 (3d8 + 8) slashing damage plus 13 (3d8) lightning damage. If the balor scores a critical hit, it rolls damage dice three times, instead of twice."
balor,actions,Whip,Slashing & Fire,14.0,2d6+8 + 3d6,,,1.0,The balor makes two attacks: one with its longsword and one with its whip.,"Melee Weapon Attack: +14 to hit, reach 30 ft., one target. Hit: 15 (2d6 + 8) slashing damage plus 10 (3d6) fire damage, and the target must succeed on a DC 20 Strength saving throw or be pulled up to 25 feet toward the balor."
balor,actions,Teleport,,,,,,,,"The balor magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see."
bandit,actions,Scimitar,Slashing,3.0,1d6+1,,,,,"Melee Weapon Attack: +3 to hit, reach 5 ft., one target. Hit: 4 (1d6 + 1) slashing damage."
bandit,actions,Light Crossbow,Piercing,3.0,1d8+1,,,,,"Ranged Weapon Attack: +3 to hit, range 80 ft./320 ft., one target. Hit: 5 (1d8 + 1) piercing damage."
bandit-captain,actions,Scimitar,Slashing,5.0,1d6+3,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage."
bandit-captain,actions,Dagger,Piercing,5.0,1d4+3,,,,,"Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 5 (1d4 + 3) piercing damage."
barbed-devil,actions,Claw,Piercing,6.0,1d6+3,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft ., one target. Hit: 6 (1d6 + 3) piercing damage."
barbed-devil,actions,Tail,Piercing,6.0,2d6+3,,,,,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage."
barbed-devil,actions,Hurl Flame,Fire,5.0,3d6,,,,,"Ranged Spell Attack: +5 to hit, range 150 ft., one target. Hit: 10 (3d6) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire."
basilisk,actions,Bite,Piercing & Poison,5.0,2d6+3 + 2d6,,,,,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage plus 7 (2d6) poison damage."
bat,actions,Bite,Piercing,0.0,1,,,,,"Melee Weapon Attack: +0 to hit, reach 5 ft., one creature. Hit: 1 piercing damage."
bearded-devil,actions,Beard,Piercing,5.0,1d8+2,,,1.0,The devil makes two attacks: one with its beard and one with its glaive.,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 6 (1d8 + 2) piercing damage, and the target must succeed on a DC 12 Constitution saving throw or be poisoned for 1 minute. While poisoned in this way, the target can't regain hit points. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success."
bearded-devil,actions,Glaive,Slashing,5.0,1d10+3,,,1.0,The devil makes two attacks: one with its beard and one with its glaive.,"Melee Weapon Attack: +5 to hit, reach 10 ft., one target. Hit: 8 (1d10 + 3) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a DC 12 Constitution saving throw or lose 5 (1d10) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 5 (1d10). Any creature can take an action to stanch the wound with a successful DC 12 Wisdom (Medicine) check. The wound also closes if the target receives magical healing."
behir,actions,Bite,Piercing,10.0,3d10+6,,,1.0,The behir makes two attacks: one with its bite and one to constrict.,"Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 22 (3d10 + 6) piercing damage."
behir,actions,Constrict,Bludgeoning & Slashing,10.0,2d10+6 + 2d10+6,,,1.0,The behir makes two attacks: one with its bite and one to constrict.,"Melee Weapon Attack: +10 to hit, reach 5 ft., one Large or smaller creature. Hit: 17 (2d10 + 6) bludgeoning damage plus 17 (2d10 + 6) slashing damage. The target is grappled (escape DC 16) if the behir isn't already constricting a creature, and the target is restrained until this grapple ends."
behir,actions,Lightning Breath,Lightning,,12d10,DEX,16.0,,,"The behir exhales a line of lightning that is 20 ft. long and 5 ft. wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 66 (12d10) lightning damage on a failed save, or half as much damage on a successful one."
behir,actions,Swallow,Acid,,6d6,,,,,"The behir makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is also swallowed, and the grapple ends. While swallowed, the target is blinded and restrained, it has total cover against attacks and other effects outside the behir, and it takes 21 (6d6) acid damage at the start of each of the behir's turns. A behir can have only one creature swallowed at a time.
If the behir takes 30 damage or more on a single turn from the swallowed creature, the behir must succeed on a DC 14 Constitution saving throw at the end of that turn or regurgitate the creature, which falls prone in a space within 10 ft. of the behir. If the behir dies, a swallowed creature is no longer restrained by it and can escape from the corpse by using 15 ft. of movement, exiting prone."
